"cons_12m","cons_gas_12m","cons_last_month","no_consumption","churn","days_active","days_since_last_modification","forecast_cons_12m","forecast_cons_year","forecast_discount_energy","has_gas","margin_net_pow_ele","nb_prod_act","net_margin","pow_max","channel_sales"
65896,49229,2516,0,0,2192,34,1116.86,0,0,1,24.42,3,105.2,13.2,"5"
10304,0,0,1,0,1461,60,577.84,0,0,0,12.82,1,46.59,13.2,"5"
2208,0,0,1,0,2557,2192,328.54,0,0,0,10.03,1,29.75,10.35,"1"
15191,0,420,0,0,2579,2215,1130.92,420,0,0,0,1,156.6,25,"1"
12182,0,844,0,0,1641,353,1802.98,844,0,0,19.28,1,160.84,10.392,"8"
49524,0,4165,0,0,1428,366,4899.14,4165,0,0,12.03,1,488.47,25,"5"
2391,0,0,1,0,1827,1466,358.81,0,0,0,22.44,1,36.11,13.8,"8"
27391,0,2313,0,0,1461,29,2687.16,2313,0,0,14.46,1,327.97,23.1,"5"
1083,0,14,0,0,1469,53,156.98,14,0,0,11.06,1,13.22,11.4,"8"
3329244,867921,509826,0,0,2192,1827,4276.54,12202,0,1,6.18,2,297.13,13.2,"6"
82696,0,5801,0,0,1095,732,522.6,0,0,0,0.12,1,265.02,13.2,"8"
26408,0,3199,0,0,1461,14,2411.68,2912,0,0,6.51,1,295.04,34.2,"5"
2179,0,259,0,0,2192,1827,326.41,259,0,0,13.4,1,27.78,13.856,"1"
23420,0,3178,0,0,1461,21,2082.52,2628,0,0,8.2,1,242,24.6,"5"
7703,0,4391,0,0,1827,1462,1134.53,4391,0,0,10.8,1,98.13,14.49,"5"
21762,0,1500,0,0,1827,226,2168.59,1500,0,0,25.92,1,265.67,17.321,"5"
27146,0,2584,0,0,1461,1096,2860.36,2584,0,0,35.04,1,345.16,33,"5"
1298,0,127,0,0,2557,53,190.58,127,0,0,14.43,1,13.3,14.9,"1"
28466,0,2697,0,0,2557,2192,712.43,704,0,0,44.69,1,78.02,33,"1"
6014,0,1178,0,0,1827,31,899.69,1178,0,0,14.22,1,76.83,12.5,"8"
1162013,0,106114,0,0,2266,1906,0,0,0,0,57,1,0,22.8,"6"
4258,0,499,0,1,2192,1827,453.19,499,0,0,49.44,1,47.31,19.8,"5"
30578,0,5280,0,0,4018,374,3197.54,5280,0,0,25.77,1,339.47,24.249,"1"
27382,0,1716,0,0,2687,127,4546.73,1716,0,0,14.88,1,246.92,14,"1"
921,0,0,1,1,1460,23,91.49,0,0,0,90.72,1,20.92,36.3,"6"
38893,0,2084,0,0,1827,42,2863.87,2084,0,0,34.56,1,351.67,23.1,"5"
193317,0,35855,0,0,1827,157,5885.47,13686,0,0,1,1,669.61,27,"8"
18114,0,0,1,0,1536,367,479.17,0,0,0,14.64,1,39.13,10.392,"5"
5608,0,0,1,0,1461,46,837.37,0,0,0,20.36,1,89.23,12.5,"5"
5173,0,455,0,0,1461,36,545.9,455,0,0,28.16,1,65.13,20.78,"5"
48834,177492,8106,0,0,2051,50,425.28,422,26,1,19.74,3,16.08,10.392,"3"
26398,0,2308,0,0,1547,85,2727.29,2308,0,0,9.28,1,229.57,27.713,"5"
275130,0,27508,0,0,2192,1833,1427.71,1983,0,0,28.47,1,157.34,19.8,"6"
5715,10003,1128,0,0,1467,293,558.32,766,0,1,39.96,2,232.19,11.4,"5"
83255,0,7583,0,0,2192,1828,222.72,1377,0,0,40.38,1,9.46,19.8,"6"
54854,0,9765,0,0,1461,664,8079.41,9765,0,0,15.96,1,703.44,15,"5"
35727,19862,13589,0,1,1359,214,8713.51,13589,0,1,72.72,3,1202.59,20.785,"3"
20909,0,2590,0,0,2191,315,1637.14,1580,0,0,33.12,1,149.8,13.2,"6"
52276,0,0,1,0,2557,2194,7719.76,0,0,0,16.66,1,666,13.2,"1"
123117,0,7087,0,0,2557,2192,573.21,0,0,0,21.78,1,58.77,13.2,"1"
14243,0,0,1,0,1460,33,2180.74,0,28,0,29.76,1,172.5,13.856,"6"
2222,0,397,0,0,1482,283,422.14,397,30,0,36.48,1,28.6,10.392,"5"
6593,0,0,1,0,2557,2192,988.71,0,0,0,33.12,1,93.75,13.2,"5"
13246,0,1412,0,0,1096,42178,1739.45,0,0,0,19.28,1,209.9,13.2,"5"
14204,0,186,0,0,2191,1827,1630.28,0,0,0,29.76,1,155.38,13.2,"1"
9306,907,820,0,0,2191,1827,821.59,820,0,1,43.08,4,86.52,17.25,"3"
8670,0,0,1,0,2192,34,991.92,0,0,0,21.48,1,100.83,10.392,"1"
11304,0,1527,0,0,1505,1140,1640.26,1527,0,0,21.9,1,134.1,13.2,"5"
9942,13061,0,1,0,1872,366,903.6,0,0,1,3.3,4,158.34,25.7,"8"
13229,0,2278,0,0,2557,2192,453.35,575,0,0,33.12,1,44.29,13.2,"5"
3584,0,322,0,1,2192,1827,379.83,322,0,0,57.72,1,38.76,23.1,"5"
26713,0,2223,0,0,1566,1201,3905.42,2223,0,0,28.45,1,325.8,13.856,"5"
26623,0,2827,0,0,1096,7,2859.72,2827,0,0,38,1,337.99,31.5,"5"
72317,0,5043,0,0,1461,1096,6789.5,5043,0,0,1.34,1,808.1,32.87,"5"
14420,0,1202,0,0,2192,637,480.36,177,0,0,14.64,1,45.91,10.39,"5"
7551,0,1772,0,0,1827,491,1143.76,1772,0,0,14.68,1,140.42,10.392,"5"
22456,0,4177,0,0,1461,1102,3309.96,4177,0,0,19.08,1,275.76,11.5,"3"
4316,0,0,1,0,1826,304,649.42,0,0,0,31.56,1,67.61,12.6,"5"
40056,0,1274,0,0,1258,725,1662.45,1274,0,0,2.82,1,211.45,15.001,"3"
19867,0,1710,0,0,2557,2192,1939.95,1710,0,0,3.12,1,218.35,16.5,"1"
1540,0,213,0,0,1461,1106,231.52,213,0,0,34.68,1,23.77,13.856,"5"
20912,5276,5413,0,0,2557,59,2032.32,5413,0,1,12.48,4,145.4,14.49,"1"
27530,0,0,1,0,1461,47,3554.47,0,0,0,6.45,1,245.1,13.856,"5"
6500,16809,0,1,0,2557,2192,977.1,0,0,1,16.92,2,113.47,13.2,"1"
8973,0,1481,0,0,1096,731,1359.14,1481,0,0,21.48,1,132.43,10.39,"5"
45695,0,6899,0,1,1461,1100,1791.09,1794,0,0,65.01,2,219.92,48.078,"5"
69663,28307,5271,0,0,1461,1096,7025.6,5271,0,1,10.83,2,725.75,15.78,"5"
36303,0,3223,0,0,1096,265,3992.67,3223,0,0,23.4,1,465.13,17.321,"6"
15806,0,1127,0,0,2557,2193,1603.65,1127,0,0,5.52,1,176.61,16.5,"5"
7584,0,1074,0,0,2557,43,1116.85,1074,0,0,11.84,1,95.93,10.392,"5"
7469,0,0,1,1,2191,1828,870.64,0,0,0,34.68,1,91.32,13.856,"1"
14095,639,0,1,0,1461,1097,2095.28,0,0,1,21.34,3,197.91,10.392,"5"
12268,1563,0,1,1,1827,1465,1269.43,0,0,1,33,2,167.61,16.5,"5"
5330,0,613,0,1,2557,2192,578.31,613,0,0,26.04,1,61.95,10.392,"1"
19704,45795,1466,0,0,2192,387,1991.63,1466,0,1,60.84,3,66.87,25,"6"
53773,0,4806,0,0,4018,3659,1184.48,1086,0,0,23.73,1,146.85,16.5,"1"
17720,0,0,1,0,2901,2542,0,0,0,0,19.88,1,219.37,13.2,"6"
2500,0,332,0,0,2203,1841,256.02,332,0,0,43.08,1,31.57,17.25,"5"
4253,0,267,0,0,2329,376,633.08,267,0,0,16.92,1,60.57,10.392,"1"
97420,0,9220,0,0,2557,29,612.52,640,0,0,30.22,1,65.24,13.2,"5"
84012,85285,8296,0,0,1461,141,8620.47,8296,0,1,8.08,2,939.88,29.7,"5"
41298,10289,5502,0,0,1096,733,2701.67,0,0,1,23.4,2,383.27,17.321,"5"
20885,0,2482,0,0,2557,2192,3132.43,2482,0,1,7.02,2,225.91,15,"1"
1282922,214211,126488,0,0,1461,1101,4060.02,4273,0,1,22.92,2,509.6,25,"5"
10419,0,0,1,0,1827,1462,496.16,0,0,0,17.13,1,50,10.392,"8"
19014,0,1716,0,0,1827,450,1936.81,1716,0,1,28.68,2,176.91,27,"5"
1899670,0,218019,0,0,2192,1830,4578.5,0,0,0,21.9,1,372.73,13.2,"6"
21686,0,3472,0,0,2557,60,439.33,502,0,0,12.3,1,35.64,10.35,"5"
32760,0,0,1,0,2192,47,1097.95,0,0,0,17.67,1,95.39,13.856,"6"
26798,0,7385,0,0,3597,3232,0,5683,0,0,23.4,1,254,10.39,"1"
7204,0,1353,0,0,1461,1096,1067.69,1353,0,0,18.72,1,109.94,13.2,"6"
896857,0,113068,0,0,1461,1096,1710.85,1928,0,0,29.43,1,252.4,27.71,"5"
8382,0,0,1,0,1096,731,860.55,0,0,0,46.81,1,475.7,34.641,"5"
8916,0,940,0,0,1461,61,1310.02,940,0,0,16.44,1,112.19,13.85,"5"
264785,0,21739,0,0,1405,1040,11564.85,10582,0,0,1.74,1,738.32,40,"5"
8791,0,590,0,0,1466,104,999.76,590,0,0,29.33,1,346.33,13.856,"5"
7054,0,0,1,0,4383,4018,1051.37,0,0,0,15.72,1,95.35,13.2,"1"
336249,0,35791,0,0,1827,1462,18043.07,16994,0,0,7.26,1,1230.49,50,"5"
3289,0,0,1,0,2557,2197,493.84,0,0,0,21.52,1,51.85,13.2,"5"
2800,1316,338,0,0,1461,656,303.4,338,0,1,16.86,2,38.44,15.001,"5"
8912,0,952,0,0,2192,1830,389.47,278,0,0,24.42,1,40.83,13.2,"5"
3335,0,750,0,1,1827,1462,503.05,750,0,0,18.15,2,48.32,11,"8"
8209,0,632,0,0,1095,735,915.36,632,0,0,103.68,1,108.91,41.5,"5"
5463,34405,780,0,0,2191,1837,822.38,780,0,1,28.8,2,80.76,11.5,"6"
11168,0,1601,0,1,2219,1855,1112.1,1601,0,0,59.4,1,116.54,29.75,"1"
116441,41115,18327,0,0,2192,564,11461.43,18327,0,1,5.01,2,775.54,80,"5"
29043,69999,2314,0,0,2557,2192,2954.89,2314,0,1,19.21,2,335.64,40,"5"
58258,0,7376,0,0,1794,732,4088.04,5961,0,0,77.11,1,313.39,100,"5"
960279,0,114485,0,0,2192,798,1220.58,2001,0,0,20.61,1,158.31,30,"6"
10176,31516,1949,0,0,2557,2194,179.02,178,0,1,42.76,2,21.52,27,"1"
11230,0,1051,0,0,2192,41,1149.55,1051,0,0,31.24,2,144.52,25,"5"
36543,0,3528,0,0,2191,1827,1980.76,932,0,0,29.76,1,190.66,13.2,"1"
12147,0,0,1,0,1050,315,1712.88,0,0,0,31.2,1,154.8,13.85,"5"
16626,0,0,1,0,2557,2194,1569.89,0,0,0,9.2,2,131.85,13.856,"5"
21820,0,0,1,0,2922,439,2433.6,0,0,0,23.28,1,215.18,10.35,"1"
4182,0,0,1,0,2192,1830,514.25,0,0,0,16.84,1,50.3,10.35,"1"
295186,0,26456,0,0,1461,1097,923.22,4,0,0,27.6,1,127.29,17,"5"
0,0,0,1,0,3105,312,0,0,0,0,0,1,0,6.928,"1"
2576,0,580,0,0,2557,2192,208.63,222,0,0,10.03,1,18.03,10.35,"1"
2853,10650,347,0,0,2557,2192,0,0,0,1,20.34,4,0,14.49,"1"
16773,0,0,1,0,1827,1463,2065.58,0,0,0,13.1,1,145.07,10.392,"5"
6685,0,1891,0,0,1095,306,1002.25,1891,0,0,26.04,1,111.67,10.392,"5"
13242,0,2462,0,0,2191,315,1957.19,2462,0,0,28.2,1,178.78,12.5,"1"
11728,0,0,1,0,1827,485,1778.07,0,0,0,22.92,1,173.42,13.8,"8"
3305,0,0,1,0,2134,1769,419.14,0,0,0,28.02,1,42.11,13.856,"6"
6900,0,565,0,0,1673,728,514.04,244,0,0,19.38,1,47.46,10.5,"5"
3510,0,0,1,0,1827,1462,529.44,0,0,0,17.13,1,54.5,10.392,"8"
15812,0,0,1,0,2557,2192,2341.1,0,0,0,6.18,1,194.59,13.2,"1"
24782,0,1325,0,0,1827,238,2661.21,1325,0,0,31.56,1,305.91,21.04,"5"
52629,0,4873,0,0,2192,1827,2213.35,2002,0,0,15.24,1,250.2,19.8,"5"
3818,0,0,1,0,2556,2191,375.84,0,0,0,13.4,1,35.55,13.856,"1"
98400,0,6488,0,0,1482,283,3033.81,1155,28,0,41.64,1,271.64,13.856,"5"
91157,0,6638,0,0,1827,24,3956.91,4589,0,0,4.59,1,468.43,24,"8"
30926,0,0,1,1,1825,1462,3166.16,0,0,0,5.52,1,359.26,16.5,"1"
3264,0,0,1,0,1118,368,486.14,0,0,0,28.6,1,48.23,13.856,"3"
40080,16830,4438,0,0,1827,1462,4055.55,4438,0,1,20.64,2,434.32,33,"1"
11888,0,2605,0,0,1409,103,1722,2605,0,0,25.7,1,130.09,13.85,"5"
28374,40974,2301,0,0,1461,575,2865.72,2301,0,1,24.51,3,347.83,23.1,"5"
4725,0,308,0,0,2921,10,412,308,0,0,0.6,1,55.9,4.6,"1"
69430,34498,12622,0,0,1096,397,7104.52,12622,0,1,7.44,2,688.67,19.8,"8"
2549,0,259,0,0,1461,219,269.74,259,24,0,37.17,2,30.98,16.4,"8"
17183,0,0,1,0,2192,1827,2547.33,0,0,0,6.45,1,221.7,13.86,"5"
77984,0,7252,0,0,2557,175,604.75,0,0,0,59.4,1,88.32,50,"1"
4907,0,586,0,0,1461,1098,609.13,586,0,0,30.22,1,61.75,13.2,"3"
2543,0,0,1,0,1096,386,379.72,0,0,0,24.42,1,35.25,13.2,"3"
13012,0,1429,0,1,2192,31,1911.89,1429,0,0,31.2,1,205.87,13.856,"3"
82309,0,5327,0,0,1826,1462,1302.42,0,0,0,34.56,1,134.82,13.8,"5"
24522,0,0,1,0,1461,239,2447.83,0,0,0,24.72,1,332.25,16.5,"8"
324678,0,55400,0,0,1461,1097,907.86,2657,0,0,27.72,1,113.89,20.785,"5"
2102,3459,0,1,0,1827,50,305.66,0,0,1,24.62,2,28.11,12.5,"8"
82282,0,5867,0,0,2557,2195,8363.91,5867,0,0,5.59,1,782.58,20.7,"1"
5595,0,0,1,0,1461,1097,851.06,0,0,0,31.64,1,118.13,13.856,"3"
9108,0,0,1,0,1827,1462,1365.33,0,0,0,16.44,1,125.1,13.856,"5"
79774,0,9801,0,0,1827,40,5932.47,5975,0,0,9.11,1,619.68,19,"8"
24416,36645,1979,0,1,1461,385,2535.91,1979,0,1,19.31,2,307.26,25.097,"5"
623160,0,87484,0,0,2192,1827,2073.99,1874,0,0,20.12,1,153.53,13.8,"6"
49757,0,3974,0,0,1827,395,5005.96,3974,0,0,0.88,1,649.53,20.78,"5"
412548,0,39255,0,0,1461,1096,0,0,0,0,30.44,1,3.79,13.337,"5"
704,0,0,1,0,2557,2192,72.93,0,0,0,16.44,1,6.96,13.856,"6"
18409,0,655,0,0,2557,2192,935.79,655,0,0,2.46,1,129.07,16,"5"
362,0,0,1,0,2557,2192,32.23,0,0,0,34.68,1,4.5,13.856,"1"
5322441,921247,760727,0,0,2192,293,1346.94,2028,0,1,0.2,32,62.22,13.856,"6"
5731448,0,771203,0,0,1827,1462,5463.67,10379,0,0,16.66,1,411.55,13.2,"6"
100979,0,11665,0,0,4749,4384,10451.18,11665,0,0,4.92,1,872.96,29.7,"1"
1481,0,305,0,0,1461,1098,134.4,305,0,0,41.88,1,10.34,23.1,"5"
131647,0,11127,0,0,2066,371,2497.23,2189,0,0,2.91,1,282.49,15.2,"5"
1944,0,347,0,0,1827,61,283.94,347,0,0,10.03,1,22.31,10.35,"1"
0,0,0,1,0,1096,733,1198.93,0,0,0,22.95,1,102.62,13.856,"3"
1970,14374,273,0,0,2189,1826,297.32,273,0,1,21.64,3,30.1,10.392,"1"
28,0,0,1,0,2191,1827,3.28,0,0,0,26.04,1,0.39,10.392,"1"
0,0,0,1,0,2192,1827,0,0,0,0,15.72,1,0,13.2,"1"
29510,0,4918,0,1,2192,1831,1372.45,1205,0,0,59.28,1,140.21,29.7,"5"
36672,13339,2959,0,0,1461,1,3704.26,2959,0,1,54.07,4,442.27,40,"5"
798393,0,74556,0,0,1827,1462,851.69,0,0,0,21.38,1,80.43,10.35,"6"
75311,0,3870,0,0,1461,465,5489.15,3870,0,0,9.6,1,627.21,57,"5"
38599,0,3023,0,1,1461,1096,3997.67,3023,0,0,116.79,1,447.8,110,"5"
21380,0,3006,0,0,1096,42163,1448.47,1156,0,0,21.36,1,137.3,13.15,"5"
23610,1556,4263,0,0,1827,1467,3521.08,4263,0,1,43.4,2,270.42,13.856,"5"
22882,0,3603,0,0,1479,54,359.94,431,0,0,10.08,1,28.96,10.39,"5"
29906,80554,2682,0,0,4099,137,2813.27,2682,0,1,15.9,2,313.54,15.001,"1"
4340,11205,656,0,0,2557,2193,645.6,656,0,1,18.62,2,60.22,13.2,"1"
10457,0,0,1,0,1461,525,569.52,0,0,0,21.48,1,58.36,10.39,"5"
9717,0,2040,0,0,1096,289,1472.89,2040,0,0,25.84,1,143.69,12.5,"5"
6138,0,0,1,0,1829,1464,892.8,0,0,0,10.08,1,69.57,10.392,"8"
25344,0,1932,0,1,2582,363,3343.3,1932,24,0,61.2,2,1171.13,17.5,"5"
6599,0,1589,0,1,1461,38,649.22,1589,0,0,33.72,1,73.83,30,"5"
49098,41590,5666,0,0,1461,1099,1903.85,1320,0,1,25.4,2,219.17,27.713,"5"
13405,0,773,0,0,1388,370,1357.3,773,0,0,21.27,1,167.06,20,"5"
43347,0,6818,0,0,2192,32,4551.98,6818,0,0,24.24,1,512.6,26.4,"5"
31654,0,5318,0,0,2556,2192,4653.52,5318,0,0,31.2,1,415,13.856,"5"
251519,0,4590,0,0,2192,1827,1174.96,574,0,0,14.46,1,131.47,16.5,"6"
6456,13036,566,0,0,1827,1462,675.11,566,0,1,20.49,3,78.12,17.25,"5"
4696,0,0,1,0,1695,597,271.83,0,0,0,16.92,1,29.61,10.392,"3"
8126,0,0,1,0,2557,2192,1091.52,0,0,0,18.24,1,138.61,14.49,"1"
27602,506450,3055,0,0,2557,2192,2721.95,3055,0,1,9.16,2,320.54,27.5,"1"
5464,0,534,0,0,1342,90,757.62,534,0,0,31.64,1,77.72,13.856,"5"
18534,0,6661,0,0,1095,307,1010.65,3353,0,0,36.24,1,120.87,14.49,"8"
1964,0,0,1,0,2191,317,296.81,0,0,0,33.12,1,30.97,13.2,"1"
5825,0,1179,0,0,2557,46,864.28,1179,0,0,22.89,1,68.45,13.856,"5"
11872,1020,0,1,0,2192,1827,1782,0,0,1,14.7,2,163.51,13.856,"3"
32552,0,2829,0,0,1540,346,3919.2,2829,30,0,41.1,1,219.83,17.321,"5"
15416,0,1075,0,0,1461,28,1620.82,1075,0,0,8.4,1,198.56,25,"5"
2288838,0,237044,0,0,2192,1835,2252.62,2847,0,0,21.12,1,210.25,14.5,"6"
1026,13566,168,0,0,2231,1867,163.19,168,0,1,34.68,2,15.98,13.856,"1"
1683,0,0,1,0,2557,40,253.36,0,0,0,21.58,1,19.95,13.856,"6"
16043,0,482,0,0,2581,2218,1396.94,482,0,0,0,1,168.02,20,"1"
28542,0,2842,0,0,1460,1097,0,0,0,0,12.38,1,0,48,"3"
11257,0,2610,0,0,2557,2194,970.5,2610,0,0,16.66,1,107.76,13.2,"1"
4181,110975,683,0,0,1897,1535,612.59,683,0,1,20.61,2,59.98,12.5,"3"
4865,0,0,1,0,1827,39,643.58,0,0,0,21.46,1,54.1,13.8,"8"
5175,0,0,1,0,1673,677,775.48,0,0,0,8.4,1,93.5,11.2,"8"
4430,0,0,1,0,2192,1828,669.15,0,0,0,28.6,1,68.12,13.86,"5"
2029,0,143,0,0,1461,1096,204.1,143,0,0,38.96,1,24.21,20.78,"3"
1507,0,164,0,0,2192,1827,148.18,164,0,0,42.48,1,19.7,17,"3"
2256171,100121,62836,0,0,2192,615,2584.72,0,0,1,2.8,5,185.23,10.392,"6"
7174,0,1117,0,0,2557,2192,957.18,1117,0,0,17.67,1,80.77,13.856,"1"
21125,0,0,1,0,2320,1956,2363.19,0,0,0,27.14,1,189.37,13.2,"1"
5733,14278,925,0,0,4018,3653,851.03,925,0,1,13.56,3,70.61,11.5,"1"
75377,0,7067,0,0,1090,661,10596.42,7067,0,0,29.64,1,846.96,13.15,"8"
33046,0,4552,0,0,1462,367,3642.14,4439,0,0,5.34,1,240.48,11.4,"8"
2239,0,385,0,0,2192,1841,334.97,385,0,0,24.4,1,33.72,15,"5"
37991,25297,5558,0,0,1095,294,5601.94,5558,0,1,29.64,2,534.01,13.15,"5"
31788,0,3047,0,0,2192,189,4610.62,3047,0,0,16.59,1,339.78,13.15,"5"
9785,23265,1167,0,1,2425,732,517.42,607,0,1,29.04,2,45.07,15,"1"
19674,0,0,1,0,2557,2193,150.96,0,0,0,21.52,1,16.72,13.2,"5"
45038,0,3859,0,0,2192,1827,3159.99,3267,0,0,10.02,1,449.06,15.99,"6"
2090,0,0,1,0,2557,64,311.63,0,0,0,27.4,1,24.78,13.164,"1"
3878,0,228,0,0,2557,2192,396,228,0,0,32.96,1,46.76,19.8,"6"
0,0,0,1,0,2253,60,1158.73,0,30,0,30.56,2,69.45,10.392,"1"
7875,0,580,0,0,2192,1827,662.7,363,0,0,17.13,1,64.26,10.392,"5"
9823,0,692,0,0,2192,17,949.72,692,0,0,24.46,1,110,23,"6"
6372,0,0,1,1,1461,63,440.99,0,0,0,26.04,1,46.26,10.392,"5"
4871,2972,440,0,0,2191,1827,560.34,440,0,1,41.16,3,69.87,16.5,"6"
19913,0,60,0,0,1461,20,1060.97,744,0,0,5.94,1,452.57,31.5,"5"
6732,15862,53,0,0,2557,2192,936.24,0,0,1,15.72,3,84.85,13.2,"1"
4887,0,795,0,0,1461,492,740.86,795,0,0,21.75,1,73.79,13.164,"5"
82125,58526,10292,0,0,2191,27,2389.95,4839,0,1,1.35,2,239.79,10.392,"1"
2043,0,0,1,0,2192,46,306.79,0,0,0,20.54,1,24.79,10.392,"1"
14054,0,1462,0,0,2557,2192,1389.74,1462,0,0,39.6,1,145.76,19.8,"1"
42479,46254,6940,0,0,1827,166,4221.95,6940,0,1,7.59,2,308.3,40,"5"
12472,190664,1354,0,0,1827,1462,357.39,328,0,1,24.38,2,44.53,16.75,"5"
1643,0,0,1,0,2192,55,246.9,0,0,0,23.7,1,26.04,12,"5"
3001,0,0,1,0,2557,49,450.78,0,0,0,28.76,2,43.82,13.86,"1"
1118,0,0,1,0,1827,1465,168.2,0,0,0,16.84,1,16.97,10.35,"8"
204452,0,19629,0,0,2191,1827,5779.15,5838,0,0,26.4,1,593.28,26.4,"6"
34786,0,0,1,0,2557,2192,1951.1,0,0,0,8.8,1,134.71,13.2,"6"
53309,0,4808,0,0,3816,366,4647.69,4808,0,0,0.65,1,402.44,25,"1"
3231,0,354,0,0,1476,367,477.96,354,0,0,18.62,1,46.9,13.2,"8"
47386,0,2195,0,1,2192,226,5167.57,2195,0,0,21.39,1,944.17,31.177,"1"
6725,0,478,0,0,2584,2219,591.2,478,0,0,0.26,1,83.97,9.9,"1"
3747,0,0,1,1,2557,2192,558.19,0,0,0,12.36,1,51.28,10.392,"1"
1162013,0,106114,0,0,2192,1830,3694.37,0,0,0,15.16,1,336.49,10.392,"6"
896857,0,113068,0,0,1461,1096,3058.42,5544,0,0,17.22,1,252.8,10.39,"5"
70787,0,7956,0,0,2997,35,4284.63,5230,0,0,3.9,1,447.42,25,"1"
14935,0,0,1,0,2557,2192,517.27,0,0,0,24.08,1,49.62,13.8,"5"
13471,94,2480,0,0,2192,110,1934.42,2480,0,1,26.88,3,121.67,14.49,"1"
9785,0,3190,0,0,2192,1829,953.18,3174,0,0,14.64,1,104.96,10.392,"3"
818735,524776,71115,0,0,1741,370,1533.82,0,0,1,25.12,3,130.15,13.5,"6"
4988,0,0,1,0,2192,716,264.64,0,0,0,22.19,1,27.34,10.392,"1"
22545,17136,0,1,0,1461,238,2302.4,0,0,1,24,2,299.02,16,"5"
3503,8651,0,1,0,2557,595,528.89,0,0,1,27.78,2,54.53,13.856,"1"
55061,0,4230,0,1,1233,368,1951.69,1832,0,0,36.36,1,202.97,24.24,"5"
747127,0,49431,0,0,1461,438,8917.72,0,0,0,4.86,1,849.28,10.392,"6"
712645,0,61424,0,0,2875,306,6803.48,7573,0,0,1.62,1,410.92,21,"1"
14660,0,0,1,0,2192,1828,2176.24,0,0,0,23.49,1,18.34,10.39,"1"
1495,0,221,0,1,1409,308,349.57,221,0,0,5.52,1,8.48,10.392,"8"
412015,0,23194,0,0,2192,1827,342.42,156,0,0,89.88,1,40.95,36,"6"
5674,0,1014,0,0,1827,1462,407.89,497,0,0,31.64,1,41.31,13.856,"3"
4514,0,0,1,0,2191,306,528.79,0,0,0,34.68,1,55.96,13.856,"1"
42205,0,3489,0,0,1546,449,4069.58,3489,0,0,15.66,2,423.42,25,"5"
5228,0,865,0,0,2191,307,394.76,445,0,0,34.68,1,41.22,13.856,"1"
359485,0,48931,0,0,1827,1463,881.74,760,0,0,28.13,1,104.41,19.03,"5"
110460,1245502,6549,0,0,1461,1116,574.36,0,0,1,21.52,2,60.09,13.2,"5"
4209,0,0,1,0,2557,62,451.82,0,0,0,13.4,1,31.03,13.856,"1"
3329244,867921,509826,0,0,2192,1828,4877.46,1846,0,1,6.18,2,379.61,13.2,"6"
15593,3347,1429,0,0,1461,3,1412.62,1051,0,1,6.3,2,164.43,20,"5"
65376,851632,7504,0,0,2557,36,4534.21,4921,0,1,24.78,2,507.41,39.6,"5"
166909,0,15772,0,0,1461,1104,606.86,368,0,0,27.44,1,73.94,17.321,"5"
1129316,0,79977,0,1,1827,1464,1346.17,1174,0,0,2.46,1,172.91,19.72,"5"
6286272,0,562863,0,0,1514,366,7473.13,0,0,0,0.84,1,314.96,13.85,"5"
12529,0,0,1,0,2556,307,1403.78,0,0,0,26.04,1,138.22,10.392,"5"
4384,0,548,0,0,2557,2192,514.25,548,0,0,22.89,1,48.94,13.856,"5"
8052,0,0,1,0,2495,732,1207.47,0,0,0,25.18,1,112.36,11,"5"
292,0,0,1,0,1461,1096,44.21,0,0,0,28.6,1,4.64,13.856,"3"
2274,0,391,0,0,1096,731,342.23,391,0,0,30.98,1,35.18,15,"5"
2503923,475413,313018,0,0,2192,1827,8258.44,18925,0,1,20.43,2,868.31,22.89,"1"
20895,13729,1936,0,0,1827,0,1981.08,1936,0,1,58.73,2,226.32,43.45,"1"
2519,0,457,0,0,2557,2196,375.25,457,0,0,24.42,1,35.16,13.2,"5"
50905,0,5004,0,0,1511,735,4905.82,5004,0,0,7.46,1,403.61,27.53,"5"
49722,0,358,0,0,1396,268,5314.45,0,0,0,5.52,1,333.05,16.5,"3"
33927,0,2922,0,0,2192,1828,3672.38,2922,0,0,6.6,1,379.76,19.8,"5"
32889,0,5569,0,1,1846,70,3707.44,5569,0,0,8.93,1,208.08,10.35,"8"
25262,0,0,1,0,2191,315,3824.76,0,0,0,31.2,1,330.96,13.856,"8"
181097,0,10546,0,0,2193,0,17552.55,10546,0,0,41.52,1,436.24,27.713,"3"
4791,0,0,1,0,1095,733,518.56,0,0,0,62.4,2,69.84,25,"5"
8741,8236,1026,0,0,1461,663,1045.48,851,0,1,15.72,3,101.46,13.2,"8"
43695,0,220,0,1,2192,15,4413.09,220,0,0,29.52,1,537.56,19.72,"5"
6263,23799,0,1,0,2557,2192,940.86,0,0,1,16.92,3,107.23,13.2,"6"
18859,0,0,1,0,2192,1827,2783.45,0,0,0,15.8,1,240.49,12.5,"1"
2377,0,0,1,0,1827,1464,246.59,0,0,0,33.11,1,36.95,16.4,"5"
0,0,0,1,0,2977,2612,0,0,0,0,0.12,1,0,40,"1"
3531,0,0,1,0,2192,1827,534.35,0,0,0,30.22,1,53.9,13.2,"1"
28480,5718,0,1,0,2557,2192,3543.67,0,0,1,14.7,2,252.26,13.856,"1"
15351,0,677,0,0,2192,15,1631.36,677,0,0,22.29,1,215.74,21,"1"
